Time,Size
24.04069948196411,15350
24.060092210769653,692
24.093775272369385,12726
24.12559461593628,692
24.162143230438232,12166
24.187354564666748,692
24.21681499481201,10470
24.23737668991089,692
24.273554801940918,8581
24.30130696296692,692
24.365699768066406,692
24.395519971847534,7269
24.42013144493103,692
24.453484058380127,5013
24.504399299621582,692
24.515122413635254,5397
24.54553723335266,692
24.57826066017151,5573
24.600297212600708,692
24.63343119621277,5573
24.664995431900024,692
24.695467472076416,5957
24.71811294555664,692
24.757903814315796,6149
24.778486490249634,692
24.81206965446472,6325
24.841867446899414,692
24.87510085105896,6149
24.911120891571045,692
24.959991693496704,692
25.007349729537964,6325
25.023877382278442,692
25.055893659591675,3141
25.076666355133057,692
25.113794565200806,2949
25.135473251342773,692
25.17702865600586,2565
25.219079732894897,692
25.233067274093628,3701
25.265116930007935,692
25.29492735862732,4261
25.31829023361206,692
25.35285782814026,5013
25.38367486000061,692
25.418212413787842,3509
25.438816785812378,692
25.47651958465576,12726
25.4953510761261,692
25.556735277175903,692
25.60304570198059,11030
25.6237690448761,692
25.656304121017456,5957
25.67726707458496,692
25.728074312210083,4069
25.74594759941101,692
25.767547130584717,3141
25.798726081848145,692
25.83297038078308,2949
25.865421772003174,692
25.895957708358765,2757
25.93178415298462,692
25.961491107940674,42806
25.981181859970093,692
26.025725603103638,4261
26.043859004974365,692
26.076083660125732,5765
26.09627389907837,692
26.158572912216187,692
26.193472623825073,8773
26.231467723846436,692
26.255272150039673,5013
26.277467489242554,692
26.31982922554016,5765
26.336843252182007,1421
26.342174530029297,692
26.374337434768677,4645
26.39775586128235,692
26.438905477523804,9717
26.464404106140137,692
26.49815273284912,16294
26.51962423324585,692
26.556176900863647,26262
26.576876640319824,692
26.625191688537598,30522
26.652697563171387,114
26.683445692062378,28134
26.703375816345215,692
26.75807285308838,692
26.79877471923828,25702
26.823452711105347,692
26.85557246208191,13094
26.87732172012329,692
26.914443969726562,8213
26.9368953704834,692
26.975451469421387,5573
26.99733877182007,692
27.03366255760193,4645
27.066123008728027,692
27.09679126739502,4821
27.118416786193848,692
27.159056663513184,4261
27.18231964111328,692
27.215270519256592,3509
27.236515283584595,692
27.273337841033936,2949
27.302926778793335,692
27.364152908325195,692
27.396491289138794,5573
27.418227434158325,692
27.457895517349243,4261
27.46685767173767,1365
27.48158097267151,692
27.513147354125977,3893
27.544607400894165,692
27.57554316520691,3317
27.59640598297119,692
27.63771915435791,2565
27.664281606674194,692
27.690907955169678,2565
27.72332453727722,692
27.756042003631592,5397
27.779526948928833,1053
27.77955651283264,692
27.819973468780518,2565
27.840373039245605,692
27.8757426738739,2389
27.89630436897278,692
27.959086179733276,692
27.994584798812866,24566
28.03410768508911,692
28.056131601333618,5397
28.077512741088867,692
28.120139360427856,4645
28.14417314529419,692
28.180368423461914,5205
28.200880527496338,692
28.23282504081726,6325
28.26634430885315,692
28.29729914665222,5765
28.320479154586792,692
28.352447032928467,6149
28.386240482330322,692
28.415661096572876,6517
28.44584012031555,692
28.49370765686035,6517
28.493887901306152,725
28.498793601989746,692
28.564167737960815,692
28.59440326690674,6517
28.626251935958862,692
28.657724857330322,3701
28.6983859539032,692
28.713062524795532,10662
28.74247455596924,692
28.774072885513306,3509
28.806008338928223,692
28.8287570476532,5765
28.86105179786682,692
28.90459704399109,5397
28.925429582595825,692
28.958904504776,10085
28.978450536727905,692
29.01287841796875,3317
29.044642210006714,692
29.077459573745728,6517
29.102728128433228,692
29.159171104431152,692
29.199068546295166,8965
29.20664381980896,277
29.222621202468872,692
29.254469871520996,8021
29.285956144332886,692
29.318170309066772,7829
29.339472770690918,692
29.3724308013916,7077
29.407389163970947,692
29.43558430671692,6901
29.46616554260254,692
29.517216444015503,6901
29.517422676086426,1109
29.522472143173218,692
29.554054975509644,6325
29.584681272506714,692
29.6172833442688,5957
29.637480974197388,692
29.676371335983276,6325
29.697391271591187,692
29.761154413223267,692
29.794304609298706,8021
29.825579166412354,692
29.857897758483887,7077
29.87889838218689,692
29.92166519165039,8773
29.923429489135742,85
29.943865299224854,692
29.975160360336304,50694
30.007431983947754,692
30.040787935256958,9909
30.06030559539795,692
30.092674255371094,7653
30.125486612319946,692
30.156358242034912,6901
30.176856756210327,692
30.23157000541687,6325
30.23283290863037,533
30.236202716827393,692
30.268041610717773,5205
30.29796028137207,692
30.363279342651367,692
30.39566659927368,8021
30.43778395652771,692
30.44853973388672,4069
30.478786945343018,692
30.511512517929077,6149
30.547182083129883,692
30.576382875442505,6517
30.601137161254883,692
30.641059160232544,6901
30.668705463409424,692
30.696179151535034,6901
30.75002670288086,692
30.761165142059326,6517
30.781965494155884,692
30.81866216659546,6517
30.838792085647583,692
30.874678134918213,5957
30.904277324676514,692
30.965550661087036,692
30.996546268463135,11974
31.01940608024597,692
31.055041790008545,12534
31.07804298400879,692
31.118950128555298,16678
31.157682418823242,692
31.174592971801758,15350
31.205105543136597,692
31.237550020217896,10470
31.252739906311035,334
31.25782036781311,692
31.295294523239136,7077
31.32392692565918,692
31.358444690704346,6149
31.376797437667847,692
31.41377592086792,6709
31.464736461639404,692
31.47758388519287,7653
31.497719526290894,692
31.569732189178467,692
31.59851884841919,10278
31.619887113571167,692
31.661283254623413,9909
31.684633255004883,692
31.717208862304688,12166
31.738168478012085,692
31.77538299560547,12342
31.806610822677612,692
31.84145426750183,10278
31.868412256240845,692
31.894452571868896,7461
31.92550301551819,692
31.959887504577637,36346
32.01837968826294,8021
32.038511753082275,692
32.07463359832764,8213
32.10456562042236,692
32.17726182937622,692
32.20106339454651,11782
32.223583459854126,692
32.2554349899292,7269
32.27887725830078,692
32.313405990600586,7461
32.344380140304565,692
32.37895703315735,7653
32.399057388305664,692
32.43568396568298,8021
32.485350131988525,692
32.498993158340454,10662
32.52047324180603,692
32.552263498306274,11974
32.583043575286865,692
32.61714482307434,7077
32.63721013069153,692
32.68950533866882,8213
32.69255995750427,973
32.703234910964966,692
32.77312469482422,692
32.80952262878418,6709
32.81882190704346,692
32.85362696647644,4261
32.90015268325806,692
32.91785740852356,5957
32.939717054367065,692
32.97332453727722,5573
33.00669741630554,692
33.032273054122925,8581
33.06142616271973,692
33.096978425979614,7829
33.12596654891968,692
33.15894842147827,8021
33.17934966087341,692
33.22166132926941,8965
33.241499185562134,692
33.275036096572876,8773
33.304524183273315,692
33.36600947380066,692
33.405267000198364,8405
33.419803857803345,692
33.45299696922302,5765
33.485435485839844,692
33.51667308807373,6901
33.539042472839355,692
33.572622537612915,6149
33.60894775390625,692
33.63741850852966,5957
33.65768504142761,692
33.69523549079895,9157
33.72440576553345,692
33.756821155548096,7269
33.77798080444336,692
33.81283187866211,6517
33.8433723449707,692
33.87589645385742,6517
33.89805722236633,692
33.96215343475342,692
33.996986865997314,32838
34.025596141815186,692
34.05749726295471,4069
34.07859420776367,692
34.12130260467529,5397
34.144848108291626,692
34.17820692062378,7829
34.200319051742554,692
34.2330961227417,7653
34.26477551460266,692
34.29524087905884,8213
34.32340621948242,692
34.35429859161377,9333
34.385175466537476,692
34.429988861083984,7077
34.432969093322754,1285
34.43984889984131,692
34.47536563873291,7653
34.50566649436951,692
34.56733751296997,692
34.59867858886719,9333
34.62316608428955,692
34.653963565826416,6901
34.68668341636658,692
34.71854281425476,6709
34.7380952835083,692
34.78226828575134,6325
34.804468870162964,692
34.845048666000366,7829
34.852712631225586,589
34.85973858833313,692
34.893182039260864,8965
34.94315958023071,692
34.962308168411255,9717
34.98011136054993,692
35.01208734512329,8581
35.02251386642456,1341
35.043198347091675,692
35.07581663131714,5957
35.10443687438965,692
35.166563749313354,692
35.1992826461792,8021
35.224424600601196,692
35.25690317153931,6517
35.28068017959595,692
35.313626527786255,7829
35.35292887687683,692
35.378835678100586,9525
35.400731563568115,692
35.434197425842285,10085
35.46386361122131,692
35.49797010421753,9717
35.5182900428772,692
35.56141757965088,8021
35.58194422721863,692
35.61626172065735,7269
35.637295722961426,692
35.67538094520569,6901
35.70583438873291,692
35.77125334739685,692
35.796335220336914,8405
35.82955074310303,692
35.86940813064575,6517
35.87251543998718,725
35.88784193992615,692
35.91727042198181,6901
35.939857721328735,692
35.97548007965088,41670
36.00463509559631,692
36.034138917922974,3509
36.06530976295471,692
36.09641718864441,6709
36.11791229248047,692
36.153762102127075,6325
36.18426847457886,692
36.217251777648926,6517
36.2374153137207,692
36.28082633018494,6517
36.301435470581055,692
36.36336851119995,692
36.39598870277405,7829
36.42853236198425,692
36.453073501586914,6709
36.485944747924805,692
36.51829695701599,7653
36.53985953330994,692
36.58734917640686,8021
36.60624408721924,692
36.63805937767029,7653
36.65968632698059,692
36.691903829574585,5765
36.72270441055298,692
36.756287813186646,5957
36.78505516052246,692
36.81735849380493,6325
36.8376522064209,692
36.89220380783081,6149
36.89249396324158,357
36.90310502052307,692
36.966161489486694,692
36.99640870094299,6149
37.019535303115845,692
37.052852153778076,6325
37.09348154067993,692
37.118260622024536,6901
37.14111948013306,692
37.173149824142456,6901
37.20580792427063,692
37.23792600631714,5957
37.261192321777344,692
37.2932653427124,5013
37.32654047012329,692
37.358752489089966,7077
37.3791561126709,692
37.416558504104614,6901
37.446144819259644,692
37.47317981719971,6325
37.49931573867798,692
37.56672978401184,692
37.60440373420715,5205
37.61976623535156,692
37.652822494506836,8581
37.68472075462341,692
37.71731615066528,8405
37.740657329559326,692
37.77261018753052,7461
37.81136155128479,692
37.836448192596436,5013
37.86685585975647,692
37.91852140426636,8405
37.91861438751221,1165
37.92965531349182,692
37.96103096008301,50694
37.984907150268555,692
38.025190353393555,7461
38.035512924194336,692
38.07913899421692,6517
38.11353826522827,692
38.16094613075256,692
38.193405866622925,8581
38.22621273994446,692
38.25844740867615,9525
38.28146457672119,692
38.31698441505432,9525
38.34354066848755,692
38.37870121002197,9525
38.40132451057434,692
38.433955907821655,8213
38.46442437171936,692
38.49728345870972,8021
38.526813983917236,692
38.554293632507324,9157
38.58445072174072,692
38.63120436668396,9157
38.63257360458374,469
38.639955043792725,692
38.672574043273926,8581
38.70433688163757,692
38.76724910736084,692
38.79788637161255,7269
38.83169198036194,692
38.853567600250244,8965
38.88629221916199,692
38.9158718585968,10662
38.94917416572571,692
38.9735803604126,9157
39.00917887687683,692
39.035934925079346,7653
39.065306663513184,692
39.09646821022034,6325
39.14163541793823,692
39.152974367141724,7269
39.18386650085449,692
39.21679139137268,8021
39.2465443611145,692
39.27272391319275,7829
39.30258059501648,692
39.36451053619385,692
39.395216941833496,6901
39.42826175689697,692
39.45332884788513,6901
39.480549812316895,1109
39.49554777145386,692
39.517608642578125,8021
39.571664333343506,692
40.28016448020935,692
40.34230065345764,692
41.048081159591675,692
41.45348000526428,6901
41.45355010032654,692
41.45356059074402,196928
41.58020496368408,1448
41.58022618293762,40937
41.617183446884155,7077
41.64314842224121,692
41.67844343185425,8581
41.698920249938965,692
41.76376271247864,692
41.801923751831055,10470
41.82769322395325,692
41.85287284851074,7653
41.884424924850464,692
41.916218519210815,5765
41.9490122795105,692
41.975160121917725,49574
42.01440739631653,692
42.03613519668579,7461
42.067354679107666,692
